Datetime,Tweet Id,Text,Username,total_length_characters,total_count_words,Sentiment,Length,Word_counts
2022-03-19 21:42:53+00:00,1505298788813979649,ukrainian  millon de desplazado standwithukraine️ ukraineunderattack russiainvadedukrain putinisawarcrimin stopputin russianukrainianwar нетвойне россиясмотри беларусь ,parrietarex,168,13,0,168,13
2022-03-19 21:42:11+00:00,1505298613664202752,ukrainerussianwar russia ukrainewar russianukrainianwar ukrainewar kyiv kiev lanceur ukrainien de missil balistiqu tochkau en action contr des posit russ ,FreeFrance,154,19,1,154,19
2022-03-19 21:39:59+00:00,1505298062876581888,russian secur servic warn danger ukrainian naval mine drift toward bosphorusrussia ukrain russiaukrain russianukrainianwar russianukrainewar russiaukrain ukrainewar ukrainerussianwar ukrainerussia,jouhinanewssy,196,19,0,196,19
2022-03-19 21:39:21+00:00,1505297901555097605,professor john mearsheim crisi ukrain  via youtub twittercommunityyoutubeukrainerussianukrainianwarneonazinato,Juzly,110,8,0,110,8
2022-03-19 21:39:15+00:00,1505297875210670081, warplan target ukrainian arm depot use vikhr system russia ukrain russiaukrain russianukrainianwar russianukrainewar russiaukrain ukrainerussianwar ukrainerussia ,khalediskef,163,16,0,163,16
2022-03-19 21:39:04+00:00,1505297831740903424, must watchralph schoenman under polit  corpor fascist turn west neocon plagu led russianukrainianwarrussiaukraine️join dots👎👎👎,McfalljJohn,127,14,0,127,14
2022-03-19 21:38:41+00:00,1505297732436692996,ukrainerussianwar russia ukrainewar russianukrainianwar ukrainewar kyiv kiev lanceur  multibarillet mlra russ tirant des roquett multibariqu contr des cibl ukrainienn ,FreeFrance,167,19,0,167,19
2022-03-19 21:38:08+00:00,1505297594494332928,russian secur servic warn danger ukrainian naval mine drift toward bosphorusrussia ukrain russiaukrain russianukrainianwar russianukrainewar russiaukrain ukrainerussianwar ukrainerussia,khalediskef,185,18,0,185,18
2022-03-19 21:36:21+00:00,1505297146680995840,trumprussia russianukrainianwar putinspuppet ,susiesandb,45,3,0,45,3
2022-03-19 21:34:40+00:00,1505296722280386560,what realli happen ukraineukrain russianukrainianwar vladimirputin ukrainerussianwar ukraineconflict  putin nato,Eucalyptus4Sale,112,10,0,112,10
2022-03-19 21:33:54+00:00,1505296530814963714, dragonbal dragonballz dragonballsup vegeta goku anim sketch dccomic shib shibarmi btc bitcoin ukrainerussiawar russianukrainianwar ukrian istandwithrussia standwithukraine️ ukraineunderattaсk  ,DragonBallTee,194,18,0,194,18
2022-03-19 21:31:45+00:00,1505295989607124992,chechen unit russian arm forc inspect larg ammunit depot arm forc ukrain left without fight citi tokmak zaporozhy regionвс рф russianukrainianwar ukrain putinhitl trumpisarussianasset ,Protest_Live,184,24,0,184,24
2022-03-19 21:30:56+00:00,1505295782194421764,welikeduel quindi frequent pacifici nazisti iaponomarenko russianukrainianwar naziukrain ,leomau17,89,8,1,89,8
2022-03-19 21:30:38+00:00,1505295709444386817,major yevgeni lysenko  aviat brigad ukrainan air forc nutral air air combact youknowwho russianukrainianwar russiaukrainewar russiaukraineconflict russiaukrainecrisi ,iamavikjordan,166,17,1,166,17
2022-03-19 21:27:27+00:00,1505294906880843782, visual confirm russia deploy thermobar munit ukrain see  launch unguid rocket thermobar ammunit target ukrain rocket launcher mount chassi  ,mohamejjjj,141,19,0,141,19
2022-03-19 21:27:13+00:00,1505294849703964674,circul video show transfer addit zrk patriot batteri germani slovakia strengthen eastern flank natorussia ukrain russiaukrain russianukrainianwar russianukrainewar russiaukrain ukrainerussianwar ukrainerussia ,khalediskef,209,21,0,209,21
2022-03-19 21:27:06+00:00,1505294818574016512,ukrainian command communic center destroy russian drone attack note center middl dens forest even escap watch eye dronesrussian russianukrainianwar ukraine️ ,mohamejjjj,157,20,-1,157,20
2022-03-19 21:26:59+00:00,1505294789440577538,ukrainian soldier nick name  dementor demon red nutral youknowwho russianukrainianwar russiaukrainewar russiaukraineconflict russiaukrainecrisi ,iamavikjordan,144,13,0,144,13
2022-03-19 21:25:46+00:00,1505294481989451784,stream provid creat onlin tv player peopl affect russia war ukraineukrain ukrainerussia ukraineconflict ukraineunderattack ukrainerussiawar cybersecur russianukrainianwar stopwarinukrain nowar,SilvestriP,192,19,0,192,19
2022-03-19 21:25:00+00:00,1505294288544059394,war thought think whether russian armi tankheavi term way tank could support relat size armi case made chart made ukraine️ ukrainerussianwar russianukrainianwar   🧵 ,raguileramx,165,23,0,165,23
2022-03-19 21:22:53+00:00,1505293755674472450,солист группы бумбокс андрей хливнюк опубликовал новое видео на личной странице в нем он просит русских военных одуматься russianukrainianwar,NextaUa,141,19,0,141,19
2022-03-19 21:21:05+00:00,1505293305067696128,well done anonim  hero virtual world dont stop  bravo anonim kremlinrussia russia russianukrainianwar ukrainerussianwar thewhitehous ukrainewar nato unitedn unitedwithukrain   ,mikesummers_oz,176,19,0,176,19
2022-03-19 21:20:41+00:00,1505293205105004559,ukrainerussiawar ukrainerussianwar ukraine️ ukrainewar ukrainerussia russianukrainianwar russian russianinvas azov fals flag ukr azov battalion weve wait forc usnato militari action wwiii sourc chronicl conflict ,JoeRhio,212,24,1,212,24
2022-03-19 21:19:07+00:00,1505292811381317633,you'r one mani ignor amp uneducated… ukrainian will fight til death stop putin putinwarcrimin russianukrainianwar russia ,Big_Poppyy,121,16,0,121,16
2022-03-19 21:19:00+00:00,1505292778355392514,vladimir galinkov pack belong evacu damag apart residenti build hit intercept missilereutersthoma peterukrain ukrainewar ukraineunderattack stopwar ukrainerussiawar ukraineinvas russianukrainianwar ,PeterBrandt007,198,19,0,198,19
2022-03-19 21:17:29+00:00,1505292399391944704,russiainvadedukrain putinisawarcrimin russianukrainianwar putin bigger monster hitler way caus massiv devast ukrain near flatten citi like mariupol world helpless stop tyrant bloodsh,amitkumarz,182,22,1,182,22
2022-03-19 21:16:10+00:00,1505292067001360388,saintzorton  misinform everywher problem interpret  russia must stop ukrain must given everi possibl advantag beat democraci countri  russia kill women children  endputin russianukrainianwar,rustypipeman13,190,23,0,190,23
2022-03-19 21:14:58+00:00,1505291764021702657,mani model rais ukrain rothschild protect ukrain three potenti model plan exploit russianukrainianwar russiaukraineconflict ,Shannon76250057,124,14,0,124,14
2022-03-19 21:14:51+00:00,1505291734569299968,belarusian railway worker today sabotag railway line lead ukrain make imposs russian resuppli trainukrain ukrainewar ukraineunderattack stopwar ukrainerussiawar ukraineinvas russianukrainianwar ,PeterBrandt007,194,20,0,194,20
2022-03-19 21:14:35+00:00,1505291670832746503,nestl nestl sponsor russianukrainianwar ,gos_dep1,40,4,0,40,4
2022-03-19 21:13:22+00:00,1505291362291249152, warn  million kid flee ukrain risk traffick ,FiyyazAhmed_06,45,7,0,45,7
2022-03-19 21:12:32+00:00,1505291152748171264,ukraynalı çiftçilerin elin geçinceöncesi sonrası😂😂😂😂😂kyiv ukrain ukraina russianukrainianwar ukrainerussianwar russia russian kiev ,osarikaya01,131,12,0,131,12
2022-03-19 21:12:25+00:00,1505291123975196676,io il sabato fascista non esist putin come scusa meme russianukrainianwar putin ucraina stoprussia ,AlessioPia2,99,14,0,99,14
2022-03-19 21:10:58+00:00,1505290757002993667,ukrainerussiawar ukrainerussianwar ukraine️ ukrainewar ukrainerussia russianukrainianwar russian russianinvas  translat file load use cell tran nazi azov threaten kill ukr nation guard soldier withdrew encircl citi mariupol ,JoeRhio,224,26,0,224,26
2022-03-19 21:10:39+00:00,1505290680561647618,ukrain notsosecret weapon russia armi volunt suppli front  nation    ukrain ukrainewar ukraineunderattack stopwar ukrainerussiawar ukraineinvas russianukrainianwar,PeterBrandt007,163,16,0,163,16
2022-03-19 21:10:05+00:00,1505290537863028737,russian bomb kharkov particular khtaz rogan region addit saltovka north velikayadanilovkarussia ukrain russiaukrain russianukrainianwar russianukrainewar russiaukrain ukrainerussianwar ukrainerussia ,khalediskef,199,18,1,199,18
2022-03-19 21:09:58+00:00,1505290507118854151,also mistak blame west humili west drop bomb russia russia drop bomb ukrain tragic consequ war russianukrainianwar russiainvadedukrain  ukrainewar ,anionscop,147,19,-1,147,19
2022-03-19 21:09:32+00:00,1505290397605498880,us target abramovich plane  other russia export violat  ukrain ukrainewar ukraineunderattack stopwar ukrainerussiawar ukraineinvas russianukrainianwar,PeterBrandt007,150,15,0,150,15
2022-03-19 21:09:12+00:00,1505290313362857984,ukraine️ type selfi time 🤳 russian zil suppli truck destroy somewher ukraineburn babi burn 👀👀👀russiainvadedukrain russia russianukrainianwar ukraine️ ,HaveSomeFaith10,150,18,-1,150,18
2022-03-19 21:09:03+00:00,1505290274410487811,peopl actual believ there ongo battl russia ukraine…if russia want take ukrain would days…wak up…russianukrainianwar,QPR1980,116,15,0,116,15
2022-03-19 21:08:31+00:00,1505290141656625158,правосеки и всу зажигают  russianukrainianwar ,666_mancer,46,5,0,46,5
2022-03-19 21:07:24+00:00,1505289859417600000,ukrain call china condemn “russian barbarism” support “civilis countri coalition”russianukrainianwar countri creat  ball call china ancient civil join civil coalit ukraine️ nato keep war,imaxxs,186,24,0,186,24
2022-03-19 21:07:09+00:00,1505289798831026176,retweet zelenskyyua vs kremlinrussia    combat decid sovereignti russianukrainianwar  warinukrain,dylanjvogtman,97,9,0,97,9
2022-03-19 21:06:03+00:00,1505289521042186243,russianukrainianwar russiaukrain ukraynarusya şu anda kharkova saldırılar ,Journalistcnyt,74,7,0,74,7
2022-03-19 21:05:56+00:00,1505289490545397762,gassmangassmann chissà come risponderà matteosalvinimi all minacc della russia al nostro paese… scommetto che il suo prossimo cinguettio sarà su immigrati e fregnacc vari russianukrainianwar salvini eliovito,capalbo_rino,207,27,0,207,27
2022-03-19 21:05:54+00:00,1505289483905736704,fight poverti econom terror cyber secur administr corrupt climat chang etcthen provid develop life whole world citizen  centuri russianukrainianwar   unit nations🙏🙏🙏🌷🌷🌷,sanjay_K9586,168,21,-1,168,21
2022-03-19 21:05:50+00:00,1505289468793671681,here  word explor russian invas pivot moment put us beforeandaft spot histori russianukrainianwar russia ukrain bbcworld,LVRenoan,120,16,0,120,16
2022-03-19 21:04:46+00:00,1505289197099302915,uncensor ukraineth result shell russian occup armi residenti area chernihivrussianukrainianwarstoprussianaggress stopputin stoprussia slavaukrain stopthewar ,UkrainePressOrg,157,14,0,157,14
2022-03-19 21:04:19+00:00,1505289083442151430,mariopol citi russia invas 😔😔 russianukrainianwar putinhitl ,Emilylewis_87,60,7,0,60,7
2022-03-19 21:03:08+00:00,1505288787642834949,mykolaiv block russia advanc west along blacksea coast weeksther also report russian reconnaiss team sent locat militari target attack found there—bbcnewsrussianukrainianwar ukranianrussianwarukrain 🇺🇦,KamauNews,201,23,0,201,23
2022-03-19 21:02:37+00:00,1505288658617712640,russiaukrain war moscow propos  ban foreign compani dont return may   ukrain ukrainewar ukraineunderattack stopwar ukrainerussiawar ukraineinvas russianukrainianwar,PeterBrandt007,164,17,-1,164,17
2022-03-19 21:01:17+00:00,1505288320653447182,хроника война на украине  на  обстановка на фронте николаев курахово лисичанскюрийподоляка  войнанадонбассе днр лнр украина всу россия всроссии вксроссии операцияz российскоукраинскаявойна russianukrainianwar   ,krymchanin32,211,22,0,211,22
2022-03-19 21:00:00+00:00,1505287998488805376,russian armi posit near kharkiv came ukrainian artilleri fire ukrainerussiawar ukrainerussianwar ukraineunderattack russianukrainianwar ,Ukraine_WarVids,136,13,1,136,13
2022-03-19 20:59:43+00:00,1505287926581714949,ще один графік можливо він не зовсім показовий стосовно втрат але демонструє одне українська армія цілеспрямовано нищить колони з постачанням і робить це вельми успішно потерьнет russianukrainianwar ,AndriySukharyna,199,27,0,199,27
2022-03-19 20:57:43+00:00,1505287426088239105, updat russian northernukrain posit accord ukrainian intelukrainewar  ukrainerussiawar ukrainerussianwar  russianukrainianwar  russianinvas russia ukrain,DefensePolitics,153,13,0,153,13
2022-03-19 20:57:41+00:00,1505287414838931457,ukrainerussiawar ukrainerussianwar ukraine️ ukrainewar ukrainerussia russianukrainianwar russian russianinvas azov step back ur emot relax put ur object critic think cap  lara logan newsdocumentari emmi winner,JoeRhio,209,25,0,209,25
2022-03-19 20:57:15+00:00,1505287307921866755,russia strike ukrain new hyperson missil here workukrain ukrainerussia ukraineconflict ukraineunderattack ukrainerussiawar cybersecur russianukrainianwar stopwarinukrain nowar,SilvestriP,175,16,1,175,16
2022-03-19 20:56:33+00:00,1505287130679234560, voznesensk secur ukrainian forc captur snihurivkaukrainewar  ukrainerussiawar ukrainerussianwar  russianukrainianwar  russianinvas russia ukrain,DefensePolitics,145,12,0,145,12
2022-03-19 20:55:55+00:00,1505286972973084675,whole world dire wait russia accidentali nato countri near ukrain russia russianukrainianwar ukrain,tweetrindia,99,13,1,99,13
2022-03-19 20:55:07+00:00,1505286768127614977,uncensor ukrainether casualtiessaid putinth truth differ dead transport kharkiv regionrussianukrainianwarstoprussianaggress stopputin stoprussia slavaukrain stopthewar ,UkrainePressOrg,168,14,-1,168,14
2022-03-19 20:53:59+00:00,1505286484676341762,ukrainian ballet star artem datsyshyn die shell kyiv – deadlin  ukrain ukrainewar ukraineunderattack stopwar ukrainerussiawar ukraineinvas russianukrainianwar,PeterBrandt007,158,17,0,158,17
2022-03-19 20:53:26+00:00,1505286347015299078,🇺🇦 vs 🇷🇺 russianukrainianwar    ukrainerussianwar      ukraineunderattaсk ,CopperBronzed,74,6,0,74,6
2022-03-19 20:53:25+00:00,1505286342812790784,russianukrainianwar,7um__,19,1,0,19,1
2022-03-19 20:53:21+00:00,1505286325976842240,thisputinwarcrimin putinhitl putinisawarcrimin putinwarcrim russianukrainianwar russiaukrain ,Jay09716890,93,6,0,93,6
2022-03-19 20:53:02+00:00,1505286244519104513,сьогодні читав новини в європі до  лютого хотів просто перевірити яка була ситуація і які думки були в європі до самого вторгнення і отже тред короткого та попереднього огляду європи перед війною європа медіаісторія росія russianukrainianwar україна,radio_elijah,249,37,0,249,37
2022-03-19 20:49:47+00:00,1505285427338616836,armi zelenski ukraine️ stopputin  russianukrainianwar ukraineunderattack ,NewsUkraine2,73,6,0,73,6
2022-03-19 20:46:55+00:00,1505284708237811722,putinwarcrimin russianukrainianwar ,b8fks,35,2,0,35,2
2022-03-19 20:46:27+00:00,1505284590482739216,uncensor ukrainein donetsk luhansk direct unit forc fighter inflict loss russian occupiersrussianukrainianwarstoprussianaggress stopputin stoprussia slavaukrain stopthewar ,UkrainePressOrg,172,16,1,172,16
2022-03-19 20:46:19+00:00,1505284555145723906,ukrainianbreakingnewsit look like stori might entir true therefor delet tweet nowkiev kyiv russia ukrain ukrainerussiawar russianukrainianwar ,Ukrbreakingnews,142,16,1,142,16
2022-03-19 20:46:00+00:00,1505284474413588481,subscrib find happen world  bank fintech payment busi money blockchain altcoin cryptocurr russianukrainianwar more… ,StanleyEpstein,116,14,0,116,14
2022-03-19 20:45:39+00:00,1505284388241784843,المضحك المبكيالآلة الاعلامية الروسية الكاذبة تدعي أن سكان أوديسا يختبئون في مراكز المترو وأهل أوديسا مستغربون أن لديهم مترو ولم يبلغهم عنه أحد standwithukrainerussianukrainianwar ,rima_allaham123,179,24,0,179,24
2022-03-19 20:44:35+00:00,1505284119139344394, ° day di russianukrainianwar oltr jacob fantaamici interfiorentina cagliarimilan tempo pervolevo guidar lenterpris kirk è arrivato primamatsuteiaadel rossgrati con kindleunlimit ,wordsandmore1,179,20,0,179,20
2022-03-19 20:43:46+00:00,1505283914880933896, ° day di russianukrainianwar oltr jacob fantaamici interfiorentina cagliarimilan tempo per→ il  marzo  presso il teatro metastasio di prato nellambito di metjazz  appuntamento con la follia dei generi – john de leo jazzab ,wordsandmore1,223,33,0,223,33
2022-03-19 20:43:10+00:00,1505283764582293508,il mitraglier ucraino di prima se lè cavata con una leggera ferita alla mano il suo giorno fortunato 😮 russianukrainianwar ,LoScomodo_,123,20,0,123,20
2022-03-19 20:42:33+00:00,1505283607157686273,beton бетон  kyiv call endors clash modernnavi theclash defencehq standwithukrain russianinvas russianukrainianwar ,ModernNavy,115,12,0,115,12
2022-03-19 20:42:12+00:00,1505283519441944578, ° day di russianukrainianwar oltr jacob fantaamici interfiorentina cagliarimilan tempo per→ la migross supermercati asiago hockey supera   trasferta wipptal bronco vipitenotw asiagohockeysrl  ,wordsandmore1,193,22,0,193,22
2022-03-19 20:42:00+00:00,1505283467470413827,ukrainerussiawar ukrainerussianwar ukraine️ ukrainewar ukrainerussia russianukrainianwar russian russianinvas azov stop track utmost particular tri avoid captur sbu android  cell wnot use vpn gps tip,JoeRhio,199,24,1,199,24
2022-03-19 20:41:36+00:00,1505283367893409799,українські продюсери створили об'єднання для зйомок документальних проєктів про російську військову агресію проти україни standwithukrain ukrain russianukrainianwar russianwarcrim documentari filmmak,FilmInstituteUA,199,20,0,199,20
2022-03-19 20:41:15+00:00,1505283279313784832,new way deliv milk ukrainian farmer work new realitiesrussiainvadedukrain russianukrainianwar russianarmi ukraineunderattack ,sirajnoorani,125,12,1,125,12
2022-03-19 20:40:44+00:00,1505283151395885057,nato need destroy terribl weapon caus mass casualti stopputinnowstandwithukrain 🇺🇸🇪🇺🇺🇦 retweetukrain ukrainewar ukrainerussiawar ukrainerussia stoprussia russianukrainianwar russia russiaukrain ukraineunderattack stopputin ,wagedemocracy,223,20,-1,223,20
2022-03-19 20:40:17+00:00,1505283034995728384,uncensor ukrainemariupul todayth result shell russian occup armi residenti area mariupolrussianukrainianwarstoprussianaggress stopputin stoprussia slavaukrain stopthewar ,UkrainePressOrg,170,15,0,170,15
2022-03-19 20:40:10+00:00,1505283007179067397,linsofferenza deg ucraini sotto linvasion il nervosismo dei soldati russi melitopol nel contener le protest russianukrainianwar ,LoScomodo_,128,16,0,128,16
2022-03-19 20:40:06+00:00,1505282989265231875,karadeniz rus filosu komutan yardımcısı  derec kaptan andrey pali güney cephesindeki çatışmalarda öldürüldükyiv ukrain ukraina russianukrainianwar ukrainerussianwar russia russian kiev ,osarikaya01,185,20,0,185,20
2022-03-19 20:40:00+00:00,1505282964606754817,lavrov ukrayna'nın politikasını ciddiy almam zorsergeylavrov lavrov rusya türkiy nato zelenski russianukrainianwar rusyaukrayna putin sondakika zelenskiy ,peyamakurd,154,16,0,154,16
2022-03-19 20:37:14+00:00,1505282268050436096,come russianukrainianwar presid presxijinp kremlinrussia puttin pleas dont speak plan relat know born spi,MathivhaDakaloo,105,14,0,105,14
2022-03-19 20:36:07+00:00,1505281988374278149,access ukrain eu exacerb pain ukrainian world danger nuclear radiat conflict escal wmds interest bring peac world ukrainerussianwar  russia russianukrainianwar russiainvadedukrain ✌️🕊️,GlobalWideViews,184,22,0,184,22
2022-03-19 20:35:17+00:00,1505281777442643973,russia need bestop ukrain alreadythreaten bosnia amp herzegovina poland moldova lithuania china decid stick beast get taiwan return first nuclear world warrussianukrainianwar,onestbusiness,174,22,1,174,22
2022-03-19 20:34:39+00:00,1505281621192237057,putin next ukrain nightmar sanction hell come russia   ukrain ukrainewar ukraineunderattack stopwar ukrainerussiawar ukraineinvas russianukrainianwar,PeterBrandt007,149,15,0,149,15
2022-03-19 20:32:21+00:00,1505281038523764745,danielmgmoylan borisjohnson im rent van deliv vital suppli brexit freedom fightersi need piesmor piesal  pint lagerveri loos fit jog bottomsand brainsrussianukrainianwar ,ToriesAreBent,170,21,1,170,21
2022-03-19 20:31:16+00:00,1505280766997155841,invad russia troop deport mariupol resid russia forc breakingnew ukrainewar mariuopol nazirussia russianukrainianwar russianwarcrim ukrain russianfiltrationcamp southend knutsford southsea  ,IndMediaGroup,190,19,0,190,19
2022-03-19 20:30:30+00:00,1505280576319893505,perché russi hanno chiamato lintervento dei ceceni per dare la caccia al battaglion azov così👇russianukrainianwar ,LoScomodo_,114,15,0,114,15
2022-03-19 20:30:29+00:00,1505280569965522951,le début des déportat à mariupol ukrainerussiawarrussianukrainianwar ,_Olrik_,69,7,0,69,7
2022-03-19 20:30:00+00:00,1505280447936274433,واشنطن تكشف عن مكافأة لمن يسلم ممتلكات أصدقاء بوتينرابط التقرير  عينكعلىالعالمالحربالأوكرانيةالروسيةrussianukrainianwarrussiaukraineconflict ,alain_4u,141,11,0,141,11
2022-03-19 20:28:55+00:00,1505280177567416323,well first glanc бoяi  compar russianukrainianwar brexit obvious word delud selfabsorb egotist nutter actual might someth continu,AKondakor,129,17,1,129,17
2022-03-19 20:27:54+00:00,1505279919298854915,russian celebr march  pleas dont stop hate russian heart soul russianukrainianwar stoprussia boycottrussia ,a1ntme,107,13,-1,107,13
2022-03-19 20:27:45+00:00,1505279881705234434,commit war crime like increas resist ukrain russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,157,14,0,157,14
2022-03-19 20:26:59+00:00,1505279690839310337,нацисты у них сказал рогозин putinwarcrimin ukrainian russianukrainianwar ,JDeltoro12,74,8,0,74,8
2022-03-19 20:26:52+00:00,1505279659403010052,incursion di elicottero  russi sullaeroporto antonov zona di hostomel dopo aver individuato e colpito alcuni obbiettivi atterra un campo russianukrainianwar ,LoScomodo_,157,20,0,157,20
2022-03-19 20:26:47+00:00,1505279641241763844,video clear show devast mariupol ukrainerussianukrainianwar fckptn supportukrain ,BeholdTheBunny,81,8,1,81,8
2022-03-19 20:26:44+00:00,1505279625567645696,marioepol mariupolstad van marianoemden griekendez plaatswoest kozakkenhuisden ernu pakkenmannen uit moskoumaria blauwen zij verkleuren datmet rood en rouwrussianukrainianwarukrian,RoversKees,180,18,0,180,18
2022-03-19 20:26:43+00:00,1505279624355459073,ukrainian border guard present  silver piec ambassador belarus russia use belarus territori base aggress today ambassador left ukrain  belarus armi join invas russianukrainianwar supportukrain closetheski stoprussia ,RussiaVsWorld_,216,26,-1,216,26
2022-03-19 20:26:33+00:00,1505279582437625856,uncensor ukraineaft massiv russia rocket attack mani place kharkiv burnspictur  min old russianukrainianwarstoprussianaggress stopputin stoprussia slavaukrain stopthewar ,UkrainePressOrg,170,17,1,170,17
2022-03-19 20:26:31+00:00,1505279574015418369,ukrain neutral possibl wo either credibl deterr defeat chang russia noth chang russianukrainianwar reignit russia point russia problem,JuliaK_Ukraine,134,18,0,134,18
2022-03-19 20:26:13+00:00,1505279498811547653,wowputinwarcrimin putinhitl russianukrainianwar courag ,mg_yates,55,4,0,55,4
2022-03-19 20:25:40+00:00,1505279359434862607,cannot listen one side propaganda without listen side propaganda justic russianukrainianwar,HassSamm,91,11,-1,91,11
2022-03-19 20:25:23+00:00,1505279285451538440,papafrancesco si è recato al bambino gesù per visitar il reparto dove si trovano  bambini ricoverati arrivati dall'ucraina questi ultimi giorni ukrainerussiawar ukrainewar ukrain wwiii ukraineunderattack russianukrainianwar ,FraLauricella,224,27,0,224,27
2022-03-19 20:24:33+00:00,1505279076046680065,‼️que maravilla 👏👏👏esto cosmonauta russia llegaron la estación espaci internacion eei con traje con franja azul de la bandera ukain 🇺🇦russianukrainianwar ✔via  ,JavierApophis,160,22,0,160,22
2022-03-19 20:23:34+00:00,1505278831363432455,world war includ everyon russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,138,11,0,138,11
2022-03-19 20:23:33+00:00,1505278826045136896,⛔💔💔👇💔💔⛔💔💔⛔⛔⛔⛔russianukrainianwar ukrain  ukrainerussiawar,MERYEL15033918,57,3,0,57,3
2022-03-19 20:22:57+00:00,1505278673276252160,explain ukrain war could benefit china read full articl ukrainekrieg russianukrainianwar kharkiv ukrain ukrainerussiawar ukrainerussiacrisi,iSourabhk,139,15,1,139,15
2022-03-19 20:22:53+00:00,1505278657018880008,mariupol russianukrainianwar ,Mikesw1234,29,2,0,29,2
2022-03-19 20:22:41+00:00,1505278609900023810,explain ukrain war could benefit china read full articl ukrainekrieg russianukrainianwar kharkiv ukrain ukrainerussiawar ukrainerussiacrisi,AsianaTimes,139,15,1,139,15
2022-03-19 20:22:16+00:00,1505278502811189258,kremlinrussia ha già perso la guerra ancora non se ne sono resi contoucrainarussianukrainianwarrussia,cecco1976,101,13,0,101,13
2022-03-19 20:22:10+00:00,1505278476647079943,russianukrainianwar ,irishforisrael1,20,1,0,20,1
2022-03-19 20:22:03+00:00,1505278449216372741,briser la glace 🍦 russianukrainianwar ,yoav,38,5,0,38,5
2022-03-19 20:21:41+00:00,1505278354609553418,чув дзвін та не знає де він🥹putinwarcrimin потерьнет standwithukrian stopwar russianukrainianwar nowar українапереможе україна гумор ,FloreskulSergei,133,15,0,133,15
2022-03-19 20:21:26+00:00,1505278292844290050,russianukrainianwar ,irishforisrael1,20,1,0,20,1
2022-03-19 20:21:19+00:00,1505278265455431685,pleas pay attent post want clarifi fals statement found last timestandwithukraine️ internationallegion slavaukraini stopputinnow ukraine️ russianukrainianwar ,Int_Legion_UA,158,16,0,158,16
2022-03-19 20:20:56+00:00,1505278169087053824,comparison militari forc russia ukraineread full articl ukrainekrieg russianukrainianwar kharkiv ukrain ukrainerussiawar ukrainerussiacrisi,AsianaTimes,139,13,1,139,13
2022-03-19 20:20:20+00:00,1505278014644695040,comparison militari forc russia ukraineread full articl ukrainekrieg russianukrainianwar kharkiv ukrain ukrainerussiawar ukrainerussiacrisi,iSourabhk,139,13,1,139,13
2022-03-19 20:20:07+00:00,1505277963604004864,result two missil strike zaporizhzhia region  peopl kill one repres state emerg servic among deadstandwithukrain russianukrainianwar ukrainerussiawar russiainvadedukrain ukraineunderattack ,trendyrang,189,19,0,189,19
2022-03-19 20:19:57+00:00,1505277921283522563,ukrainian say putin fatal mistak send slave “liberate” free peoplestandwithukraine️ ukraineunderattack russiainvadedukrain terrorussia putinisawarcrimin stopputin russianukrainianwar russiagohom нетвойне russianarmedforc россиясмотри ,olex_scherba,234,20,1,234,20
2022-03-19 20:19:54+00:00,1505277906179796993,italia la politica è tutta chiacchier e distintivo appena putin chiuderà rubinetti del gas e scoppierà una rivolta vedret come scapperanno da loro stessicontrocorrent inondaguerinirussianukrainianwar,Ninah04282351,199,25,0,199,25
2022-03-19 20:19:52+00:00,1505277897392758800,guerra situação militar lest ukrain  frent de donba  em  de março  guerraucrania russianukrainianwar ,oalfarrabista,101,13,0,101,13
2022-03-19 20:19:35+00:00,1505277827184218114,cina russia insiemebiden scricchiola occhi sbarrati studiocontrocorrent russianukrainianwar,Maryljacb,91,8,0,91,8
2022-03-19 20:19:32+00:00,1505277814676901890,video putin manipolato cè lo stesso pubblico del  ukraine️ ukraineunderattack russianukrainianwar ,GazzettaDelSud,98,11,0,98,11
2022-03-19 20:19:28+00:00,1505277798017118210,donaldtuskepp piti putinswar obvious help bori johnson stay power russianukrainianwar mani disastr consequ besid unbeliev suffer ukrainian peopl,martinruff1,144,18,0,144,18
2022-03-19 20:18:56+00:00,1505277666005434370,russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,113,7,0,113,7
2022-03-19 20:18:01+00:00,1505277432156274690,russia use hyperson missil destroy ukrainian militari asset mark first time moscow acknowledg use type weapon combatrussianukrainianwar ,EpochTimesCan,136,17,1,136,17
2022-03-19 20:17:13+00:00,1505277232180338711,still think putin russia equival xx centuri urss final prevail russianukrainianwar  think twice👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽 ,DarkZeratul,116,13,0,116,13
2022-03-19 20:17:06+00:00,1505277203566796803,translat haitian creol kyiv independ ukrain  citizen live mariupol alleg forc move russia ukrainerussianwar continu russiainvadedukrain russianukrainianwar haitiancreol  ,CreoleTranslate,170,18,1,170,18
2022-03-19 20:16:05+00:00,1505276946942509057,le armi occidentali usat dag ucraini javelin russianukrainianwar ,LoScomodo_,65,8,0,65,8
